,file_name,iou
0,ST1_20200808_MMR_1C48_12_54.png,0.0
1,ST1_20200808_MMR_1C48_13_48.png,0.0
2,ST1_20200808_MMR_1C48_13_49.png,0.0
3,ST1_20200808_MMR_1C48_13_50.png,0.0
4,ST1_20200808_MMR_1C48_13_51.png,0.0
5,ST1_20200808_MMR_1C48_13_52.png,0.0
6,ST1_20200808_MMR_1C48_13_53.png,0.0
7,ST1_20200808_MMR_1C48_13_54.png,0.0
8,ST1_20200808_MMR_1C48_14_42.png,0.0
9,ST1_20200808_MMR_1C48_14_43.png,0.4167856123322866
10,ST1_20200808_MMR_1C48_14_44.png,0.0
11,ST1_20200808_MMR_1C48_14_45.png,0.0
12,ST1_20200808_MMR_1C48_14_46.png,0.0
13,ST1_20200808_MMR_1C48_14_47.png,0.0
14,ST1_20200808_MMR_1C48_14_48.png,0.0
15,ST1_20200808_MMR_1C48_14_49.png,0.0
16,ST1_20200808_MMR_1C48_14_50.png,0.0
17,ST1_20200808_MMR_1C48_14_51.png,0.0
18,ST1_20200808_MMR_1C48_14_52.png,0.0
19,ST1_20200808_MMR_1C48_14_53.png,0.0
20,ST1_20200808_MMR_1C48_14_54.png,0.0
21,ST1_20200808_MMR_1C48_14_55.png,0.0
22,ST1_20200808_MMR_1C48_15_44.png,0.02029794483308565
23,ST1_20200808_MMR_1C48_15_45.png,0.0
24,ST1_20200808_MMR_1C48_15_46.png,0.0
25,ST1_20200808_MMR_1C48_15_47.png,0.0
26,ST1_20200808_MMR_1C48_15_48.png,0.0
27,ST1_20200808_MMR_1C48_15_49.png,0.0
28,ST1_20200808_MMR_1C48_15_50.png,0.0
29,ST1_20200808_MMR_1C48_15_51.png,0.0
30,ST1_20200808_MMR_1C48_15_52.png,0.0
31,ST1_20200808_MMR_1C48_15_53.png,0.0
32,ST1_20200808_MMR_1C48_15_54.png,0.0
33,ST1_20200808_MMR_1C48_15_55.png,0.0
34,ST1_20200808_MMR_1C48_16_37.png,0.015012510425354461
35,ST1_20200808_MMR_1C48_16_44.png,0.4507715417178752
36,ST1_20200808_MMR_1C48_16_46.png,0.0
37,ST1_20200808_MMR_1C48_16_47.png,0.0
38,ST1_20200808_MMR_1C48_16_48.png,0.0
39,ST1_20200808_MMR_1C48_16_49.png,0.0
40,ST1_20200808_MMR_1C48_16_50.png,0.0
41,ST1_20200808_MMR_1C48_16_51.png,0.0
42,ST1_20200808_MMR_1C48_16_52.png,0.0
43,ST1_20200808_MMR_1C48_16_53.png,0.0
44,ST1_20200808_MMR_1C48_16_54.png,0.0
45,ST1_20200808_MMR_1C48_16_55.png,0.0
46,ST1_20200808_MMR_1C48_17_35.png,0.0
47,ST1_20200808_MMR_1C48_17_37.png,0.0
48,ST1_20200808_MMR_1C48_17_47.png,0.0
49,ST1_20200808_MMR_1C48_17_48.png,0.10078585461689588
50,ST1_20200808_MMR_1C48_17_49.png,0.0
51,ST1_20200808_MMR_1C48_17_50.png,0.0
52,ST1_20200808_MMR_1C48_17_51.png,0.0
53,ST1_20200808_MMR_1C48_17_52.png,0.0
54,ST1_20200808_MMR_1C48_17_53.png,0.0
55,ST1_20200808_MMR_1C48_17_54.png,0.0
56,ST1_20200808_MMR_1C48_17_55.png,0.0
57,ST1_20200808_MMR_1C48_18_34.png,0.0
58,ST1_20200808_MMR_1C48_18_35.png,0.0
59,ST1_20200808_MMR_1C48_18_36.png,0.0
